## taxon_id,STRING_type,STRING_name_compact,official_name_NCBI,join_name
525263,periphery,Corynebacterium lipophiloflavum,Corynebacterium lipophiloflavum DSM44291,Corynebacterium lipophiloflavum
525264,periphery,Corynebacterium pseudogenitalium,Corynebacterium pseudogenitalium ATCC33035,Corynebacterium pseudogenitalium
525268,periphery,Corynebacterium striatum,Corynebacterium striatum ATCC6940,Corynebacterium striatum
525282,periphery,Finegoldia magna ATCC53516,Finegoldia magna ATCC53516,Finegoldia magna
525309,periphery,Lactobacillus antri,Lactobacillus antri DSM16041,Lactobacillus antri
525318,periphery,Lactobacillus buchneri ATCC11577,Lactobacillus buchneri ATCC11577,Lactobacillus buchneri
525365,periphery,Lactobacillus ultunensis,Lactobacillus ultunensis DSM16047,Lactobacillus ultunensis
525367,periphery,Listeria grayi,Listeria grayi DSM20601,Listeria grayi
525368,periphery,Mycobacterium parascrofulaceum,Mycobacterium parascrofulaceum ATCC BAA-614,Mycobacterium parascrofulaceum
525373,core,Sphingobacterium spiritivorum,Sphingobacterium spiritivorum ATCC33861,Sphingobacterium spiritivorum
525378,periphery,Staphylococcus caprae,Staphylococcus caprae M23864:W1,Staphylococcus caprae
525379,periphery,Streptococcus equinus,Streptococcus equinus ATCC9812,Streptococcus equinus
525897,core,Desulfomicrobium baculatum,Desulfomicrobium baculatum DSM4028,Desulfomicrobium baculatum
525898,periphery,Sulfurospirillum deleyianum,Sulfurospirillum deleyianum DSM6946,Sulfurospirillum deleyianum
525903,core,Thermanaerovibrio acidaminovorans,Thermanaerovibrio acidaminovorans DSM6589,Thermanaerovibrio acidaminovorans
525904,core,Thermobaculum terrenum,Thermobaculum terrenum ATCC BAA-798,Thermobaculum terrenum
525909,core,Acidimicrobium ferrooxidans,Acidimicrobium ferrooxidans DSM10331,Acidimicrobium ferrooxidans
525919,core,Anaerococcus prevotii DSM20548,Anaerococcus prevotii DSM20548,Anaerococcus prevotii
526218,core,Sebaldella termitidis,Sebaldella termitidis ATCC33386,Sebaldella termitidis
526222,periphery,Desulfovibrio salexigens,Desulfovibrio salexigens DSM2638,Desulfovibrio salexigens
526224,periphery,Brachyspira murdochii,Brachyspira murdochii DSM12563,Brachyspira murdochii
526225,core,Geodermatophilus obscurus,Geodermatophilus obscurus DSM43160,Geodermatophilus obscurus
526226,periphery,Gordonia bronchialis,Gordonia bronchialis DSM43247,Gordonia bronchialis
526227,periphery,Meiothermus silvanus,Meiothermus silvanus DSM9946,Meiothermus silvanus
527002,periphery,Yersinia aldovae,Yersinia aldovae ATCC35236,Yersinia aldovae
529507,periphery,Proteus mirabilis,Proteus mirabilis HI4320,Proteus mirabilis
529709,periphery,Pyrococcus yayanosii,Pyrococcus yayanosii CH1,Pyrococcus yayanosii
529818,core,Thecamonas trahens,Thecamonas trahens,Thecamonas trahens
529884,periphery,Rhodoluna lacicola,Candidatus Rhodoluna lacicola,Rhodoluna lacicola
530564,core,Pirellula staleyi,Pirellula staleyi DSM6068,Pirellula staleyi
531844,periphery,Flavobacteriaceae bacterium 351910,Flavobacteriaceae bacterium 3519-10,Flavobacteriaceae bacterium
533240,core,Cylindrospermopsis raciborskii,Cylindrospermopsis raciborskii CS-505,Cylindrospermopsis raciborskii
533247,core,Raphidiopsis brookii,Raphidiopsis brookii D9,Raphidiopsis brookii
535289,core,Acidovorax ebreus,Acidovorax ebreus TPSY,Acidovorax ebreus
536019,periphery,Mesorhizobium opportunistum,Mesorhizobium opportunistum WSM2075,Mesorhizobium opportunistum
536227,periphery,Clostridium carboxidivorans,Clostridium carboxidivorans P7,Clostridium carboxidivorans
536232,periphery,Clostridium botulinum A2 Kyoto,Clostridium botulinum A2 str. Kyoto,Clostridium botulinum
536233,periphery,Clostridium botulinum E1 BoNT,Clostridium botulinum E1 str. 'BoNT E Beluga',Clostridium botulinum
537007,periphery,Blautia hansenii,Blautia hansenii DSM20583,Blautia hansenii
537011,periphery,Prevotella copri,Prevotella copri DSM18205,Prevotella copri
537013,periphery,Clostridium methylpentosum,[Clostridium] methylpentosum DSM5476,Clostridium methylpentosum
537021,periphery,Liberibacter asiaticus psy62,Candidatus Liberibacter asiaticus str. psy62,Liberibacter asiaticus
537970,periphery,Helicobacter canadensis,Helicobacter canadensis MIT 98-5491,Helicobacter canadensis
537971,periphery,Helicobacter cinaedi CCUG18818,Helicobacter cinaedi CCUG18818,Helicobacter cinaedi
537972,periphery,Helicobacter pullorum,Helicobacter pullorum MIT 98-5489,Helicobacter pullorum
543526,periphery,Haloterrigena turkmenica,Haloterrigena turkmenica DSM5511,Haloterrigena turkmenica
543632,periphery,Actinoplanes subtropicus,Actinoplanes subtropicus,Actinoplanes subtropicus
543728,periphery,Variovorax paradoxus S110,Variovorax paradoxus S110,Variovorax paradoxus
543734,core,Lactobacillus casei BL23,Lactobacillus casei BL23,Lactobacillus casei
543913,core,beta proteobacterium CB,beta proteobacterium CB,beta proteobacterium
545243,periphery,Clostridium arbusti,Clostridium arbusti SL206,Clostridium arbusti
545264,periphery,Thioalkalivibrio sp. AKL11,Thioalkalivibrio sp. AKL11,Thioalkalivibrio sp.
545276,periphery,Thioalkalivibrio sp. ALJ24,Thioalkalivibrio sp. ALJ24,Thioalkalivibrio sp.
545693,core,Bacillus megaterium QM B1551,Bacillus megaterium QM B1551,Bacillus megaterium
545694,periphery,Treponema primitia ZAS2,Treponema primitia ZAS-2,Treponema primitia
545695,periphery,Treponema azotonutricium,Treponema azotonutricium ZAS-9,Treponema azotonutricium
545696,core,Holdemania filiformis,Holdemania filiformis DSM12042,Holdemania filiformis
545697,periphery,Clostridium celatum,Clostridium celatum DSM1785,Clostridium celatum
546262,core,Neisseria cinerea,Neisseria cinerea ATCC14685,Neisseria cinerea
546264,core,Neisseria flavescens NRL30031H210,Neisseria flavescens NRL30031/H210,Neisseria flavescens
546266,periphery,Neisseria mucosa ATCC25996,Neisseria mucosa ATCC25996,Neisseria mucosa
546267,periphery,Neisseria polysaccharea,Neisseria polysaccharea ATCC43768,Neisseria polysaccharea
546268,periphery,Neisseria subflava,Neisseria subflava NJ9703,Neisseria subflava
546269,core,Filifactor alocis,Filifactor alocis ATCC35896,Filifactor alocis
546270,periphery,Gemella haemolysans ATCC10379,Gemella haemolysans ATCC10379,Gemella haemolysans
546271,periphery,Selenomonas sputigena,Selenomonas sputigena ATCC35185,Selenomonas sputigena
546273,core,Veillonella dispar,Veillonella dispar ATCC17748,Veillonella dispar
546274,core,Eikenella corrodens ATCC23834,Eikenella corrodens ATCC23834,Eikenella corrodens
546275,core,Fusobacterium periodonticum,Fusobacterium periodonticum ATCC33693,Fusobacterium periodonticum
546414,periphery,Deinococcus deserti,Deinococcus deserti VCD115,Deinococcus deserti
547042,periphery,Bacteroides coprophilus,Bacteroides coprophilus DSM18228,Bacteroides coprophilus
547043,periphery,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum DSM20438,Bifidobacterium pseudocatenulatum
547045,periphery,Neisseria sicca,Neisseria sicca ATCC29256,Neisseria sicca
547144,periphery,Hydrogenobaculum sp. HO,Hydrogenobaculum sp. HO,Hydrogenobaculum sp.
547163,periphery,Mycobacterium vulneris,Mycobacterium vulneris,Mycobacterium vulneris
547559,core,Natrialba magadii,Natrialba magadii ATCC43099,Natrialba magadii
548476,periphery,Corynebacterium aurimucosum,Corynebacterium aurimucosum ATCC700975,Corynebacterium aurimucosum
548477,periphery,Corynebacterium glucuronolyticum,Corynebacterium glucuronolyticum ATCC51867,Corynebacterium glucuronolyticum
548479,periphery,Mobiluncus curtisii ATCC43063,Mobiluncus curtisii ATCC43063,Mobiluncus curtisii
550540,core,Ferrimonas balearica,Ferrimonas balearica DSM9799,Ferrimonas balearica
551115,periphery,Nostoc azollae,'Nostoc azollae' 0708,Nostoc azollae
551275,periphery,Hirschia maritima,Hirschia maritima DSM19733,Hirschia maritima
551789,periphery,Ponticaulis koreensis,Ponticaulis koreensis DSM19734,Ponticaulis koreensis
552396,periphery,Erysipelotrichaceae bacterium 5254FAA,Erysipelotrichaceae bacterium 5_2_54FAA,Erysipelotrichaceae bacterium
552398,periphery,Ruminococcaceae bacterium D16,Ruminococcaceae bacterium D16,Ruminococcaceae bacterium
552467,periphery,Cryptococcus gattii,Cryptococcus gattii,Cryptococcus gattii
552531,periphery,Bifidobacterium animalis,Bifidobacterium animalis subsp. lactis BB-12,Bifidobacterium animalis
552811,core,Dehalogenimonas lykanthroporepellens,Dehalogenimonas lykanthroporepellens BL-DC-9,Dehalogenimonas lykanthroporepellens
553171,periphery,Prevotella bivia JCVIHMP010,Prevotella bivia JCVIHMP010,Prevotella bivia
553174,periphery,Prevotella melaninogenica,Prevotella melaninogenica ATCC25845,Prevotella melaninogenica
553175,periphery,Porphyromonas endodontalis,Porphyromonas endodontalis ATCC35406,Porphyromonas endodontalis
553177,core,Capnocytophaga sputigena,Capnocytophaga sputigena ATCC33612,Capnocytophaga sputigena
553178,periphery,Capnocytophaga gingivalis,Capnocytophaga gingivalis ATCC33624,Capnocytophaga gingivalis
553184,periphery,Atopobium rimae,Atopobium rimae ATCC49626,Atopobium rimae
553204,periphery,Corynebacterium amycolatum,Corynebacterium amycolatum SK46,Corynebacterium amycolatum
553207,periphery,Corynebacterium matruchotii,Corynebacterium matruchotii ATCC14266,Corynebacterium matruchotii
553217,core,Enhydrobacter aerosaccus,Enhydrobacter aerosaccus SK60,Enhydrobacter aerosaccus
553218,periphery,Campylobacter rectus,Campylobacter rectus RM3267,Campylobacter rectus
553219,periphery,Campylobacter showae RM3277,Campylobacter showae RM3277,Campylobacter showae
553220,periphery,Campylobacter gracilis,Campylobacter gracilis RM3268,Campylobacter gracilis
553385,periphery,Cobetia crustatorum,Cobetia crustatorum,Cobetia crustatorum
553973,periphery,Clostridium hylemonae,[Clostridium] hylemonae DSM15053,Clostridium hylemonae
554065,core,Chlorella variabilis,Chlorella variabilis,Chlorella variabilis
555079,core,Thermosediminibacter oceani,Thermosediminibacter oceani DSM16646,Thermosediminibacter oceani
555088,periphery,Dethiobacter alkaliphilus,Dethiobacter alkaliphilus AHT 1,Dethiobacter alkaliphilus
555217,core,Zymomonas mobilis ATCC10988,Zymomonas mobilis subsp. mobilis ATCC10988,Zymomonas mobilis
555500,core,Galbibacter marinus,Galbibacter marinus,Galbibacter marinus
555778,core,Halothiobacillus neapolitanus,Halothiobacillus neapolitanus c2,Halothiobacillus neapolitanus
555779,core,Desulfonatronospira thiodismutans,Desulfonatronospira thiodismutans ASO3-1,Desulfonatronospira thiodismutans
555793,periphery,Novosphingobium sp. Rr 217,Novosphingobium sp. Rr 2-17,Novosphingobium sp.
556261,periphery,Clostridium sp. D5,Clostridium sp. D5,Clostridium sp.
556263,core,Fusobacterium necrophorum D12,Fusobacterium necrophorum D12,Fusobacterium necrophorum
556267,periphery,Helicobacter winghamensis,Helicobacter winghamensis ATCC BAA-430,Helicobacter winghamensis
556268,periphery,Oxalobacter formigenes HOxBLS,Oxalobacter formigenes HOxBLS,Oxalobacter formigenes
556269,periphery,Oxalobacter formigenes OXCC13,Oxalobacter formigenes OXCC13,Oxalobacter formigenes
557436,core,Lactobacillus reuteri DSM20016,Lactobacillus reuteri DSM20016,Lactobacillus reuteri
557598,core,Laribacter hongkongensis,Laribacter hongkongensis HLHK9,Laribacter hongkongensis
557599,periphery,Mycobacterium kansasii ATCC12478,Mycobacterium kansasii ATCC12478,Mycobacterium kansasii
558152,periphery,Chryseobacterium piperi,Chryseobacterium piperi,Chryseobacterium piperi
558169,core,Lentibacillus jeotgali,Lentibacillus jeotgali,Lentibacillus jeotgali
558173,periphery,Corynebacterium doosanense,Corynebacterium doosanense CAU212,Corynebacterium doosanense
558884,periphery,Aeromonas sp. AE122,Aeromonas sp. AE122,Aeromonas sp.
561175,periphery,Actinomadura flavalba,Actinomadura flavalba DSM45200,Actinomadura flavalba
561177,periphery,Anaerococcus hydrogenalis,Anaerococcus hydrogenalis DSM7454,Anaerococcus hydrogenalis
561180,periphery,Bifidobacterium gallicum,Bifidobacterium gallicum DSM20093,Bifidobacterium gallicum
561229,core,Dickeya zeae,Dickeya zeae Ech1591,Dickeya zeae
561230,periphery,Pectobacterium carotovorum PC1,Pectobacterium carotovorum subsp. carotovorum PC1,Pectobacterium carotovorum
561231,periphery,Pectobacterium wasabiae,Pectobacterium wasabiae WPP163,Pectobacterium wasabiae
562743,core,Amphibacillus jilinensis,Amphibacillus jilinensis Y1,Amphibacillus jilinensis
562970,core,Kyrpidia tusciae,Kyrpidia tusciae DSM2912,Kyrpidia tusciae
562973,periphery,Actinomyces viscosus,Actinomyces viscosus C505,Actinomyces viscosus
562981,core,Gemella haemolysans M341,Gemella haemolysans M341,Gemella haemolysans
562982,core,Gemella morbillorum,Gemella morbillorum M424,Gemella morbillorum
562983,periphery,Gemella sanguinis,Gemella sanguinis M325,Gemella sanguinis
563008,core,Prevotella oris C735,Prevotella oris C735,Prevotella oris
563031,periphery,Prevotella sp. C561,Prevotella sp. C561,Prevotella sp.
563037,periphery,Streptococcus sp. M143,Streptococcus sp. M143,Streptococcus sp.
563038,periphery,Streptococcus sp. M334,Streptococcus sp. M334,Streptococcus sp.
563040,periphery,Sulfurimonas autotrophica,Sulfurimonas autotrophica DSM16294,Sulfurimonas autotrophica
563192,core,Bilophila wadsworthia 316,Bilophila wadsworthia 3_1_6,Bilophila wadsworthia
565033,core,Geoglobus acetivorans,Geoglobus acetivorans,Geoglobus acetivorans
565034,core,Brachyspira hyodysenteriae,Brachyspira hyodysenteriae WA1,Brachyspira hyodysenteriae
565045,periphery,Luminiphilus syltensis,Luminiphilus syltensis NOR5-1B,Luminiphilus syltensis
565575,periphery,Ureaplasma urealyticum,Ureaplasma urealyticum serovar 10 str. ATCC33699,Ureaplasma urealyticum
565653,periphery,Enterococcus gallinarum,Enterococcus gallinarum EG2,Enterococcus gallinarum
565655,core,Enterococcus casseliflavus,Enterococcus casseliflavus EC20,Enterococcus casseliflavus
565664,periphery,Enterococcus faecium C68,Enterococcus faecium C68,Enterococcus faecium
566461,periphery,Streptomyces ghanaensis,Streptomyces ghanaensis ATCC14672,Streptomyces ghanaensis
566466,periphery,Gammaproteobacteria bacterium NOR53,gamma proteobacterium NOR5-3,Gammaproteobacteria bacterium
566552,periphery,Bifidobacterium catenulatum,Bifidobacterium catenulatum DSM16992,Bifidobacterium catenulatum
568076,periphery,Metarhizium robertsii,Metarhizium robertsii,Metarhizium robertsii
568703,core,Lactobacillus rhamnosus,Lactobacillus rhamnosus GG,Lactobacillus rhamnosus
568706,core,Bordetella pertussis 18323,Bordetella pertussis 18323,Bordetella pertussis
568768,periphery,Dickeya sp. NCPPB569,Dickeya sp. NCPPB 569,Dickeya sp.
568816,core,Acidaminococcus intestini,Acidaminococcus intestini RyC-MR95,Acidaminococcus intestini
568817,periphery,Serratia symbiotica,Serratia symbiotica str. 'Cinara cedri',Serratia symbiotica
570268,periphery,Nocardiopsis potens,Nocardiopsis potens DSM45234,Nocardiopsis potens
570417,periphery,Wolbachia sp. Culex,Wolbachia endosymbiont of Culex quinquefasciatus Pel,Wolbachia sp.
570952,core,Fodinicurvata sediminis,Fodinicurvata sediminis DSM21159,Fodinicurvata sediminis
570967,periphery,Fodinicurvata fenggangensis,Fodinicurvata fenggangensis DSM21160,Fodinicurvata fenggangensis
571166,core,Sedimentitalea nanhaiensis,Sedimentitalea nanhaiensis DSM24252,Sedimentitalea nanhaiensis
572265,periphery,Hamiltonella defensa,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Hamiltonella defensa
572477,core,Allochromatium vinosum,Allochromatium vinosum DSM180,Allochromatium vinosum
572478,core,Vulcanisaeta distributa,Vulcanisaeta distributa DSM14429,Vulcanisaeta distributa
572479,periphery,Halanaerobium praevalens,Halanaerobium praevalens DSM2228,Halanaerobium praevalens
572480,periphery,Arcobacter nitrofigilis,Arcobacter nitrofigilis DSM7299,Arcobacter nitrofigilis
572544,core,Ilyobacter polytropus,Ilyobacter polytropus DSM2926,Ilyobacter polytropus
572546,periphery,Archaeoglobus profundus,Archaeoglobus profundus DSM5631,Archaeoglobus profundus
572547,core,Aminobacterium colombiense,Aminobacterium colombiense DSM12261,Aminobacterium colombiense
573061,periphery,Clostridium cellulovorans,Clostridium cellulovorans 743B,Clostridium cellulovorans
573063,periphery,Methanocaldococcus infernus,Methanocaldococcus infernus ME,Methanocaldococcus infernus
573064,core,Methanocaldococcus fervens,Methanocaldococcus fervens AG86,Methanocaldococcus fervens
573065,core,Asticcacaulis excentricus,Asticcacaulis excentricus CB 48,Asticcacaulis excentricus
573370,core,Desulfovibrio magneticus RS1,Desulfovibrio magneticus RS-1,Desulfovibrio magneticus
573413,core,Spirochaeta smaragdinae,Spirochaeta smaragdinae DSM11293,Spirochaeta smaragdinae
573569,periphery,Francisella sp. TX077308,Francisella sp. TX077308,Francisella sp.
574087,core,Acetohalobium arabaticum,Acetohalobium arabaticum DSM5501,Acetohalobium arabaticum
574375,periphery,Bacillus gaemokensis,Bacillus gaemokensis,Bacillus gaemokensis
574376,periphery,Bacillus manliponensis,Bacillus manliponensis,Bacillus manliponensis
574556,periphery,Anaplasma centrale,Anaplasma centrale str. Israel,Anaplasma centrale
574966,periphery,Halomonas zhanjiangensis,Halomonas zhanjiangensis DSM21076,Halomonas zhanjiangensis
575540,core,Isosphaera pallida,Isosphaera pallida ATCC43644,Isosphaera pallida
575564,periphery,Acinetobacter sp. RUH2624,Acinetobacter sp. RUH2624,Acinetobacter sp.
575586,periphery,Acinetobacter johnsonii,Acinetobacter johnsonii SH046,Acinetobacter johnsonii
575588,periphery,Acinetobacter lwoffii SH145,Acinetobacter lwoffii SH145,Acinetobacter lwoffii
575589,periphery,Acinetobacter radioresistens,Acinetobacter radioresistens SH164,Acinetobacter radioresistens
575590,periphery,Bacteroidetes F0058,Bacteroidetes oral taxon 274 str. F0058,Bacteroidetes F0058
575593,periphery,Lachnospiraceae F0167,Lachnospiraceae oral taxon 107 str. F0167,Lachnospiraceae F0167
575594,periphery,Lactobacillus coleohominis,Lactobacillus coleohominis 101-4-CHN,Lactobacillus coleohominis
575605,periphery,Lactobacillus jensenii 1153CHN,Lactobacillus jensenii 115-3-CHN,Lactobacillus jensenii
